concept,meaning,category,fullName
SMURFING,"IP나 ICMP의 특성을 악용하여 엄청난 양의 데이터를 한 사이트에서 집중적으로 보냄으로써 네트워크를 불능 상태로 만드는 공격 방법, 공격자는 송신 주소를 공격 대상지의 IP 주소로 위장하고, 해당 네트워크 라우터의 브로드캐스트 주소를 수신지로 하여 패킷을 전송하면, 라우터의 브로드캐스트 주소로 수신된 패킷은 해당 네트워크 내의 모든 컴퓨터로 전송됨, 해당 패킷을 받은 컴퓨터는 이에 대해 응답하게 되는데 이를 처리하면서 타겟 네트워크는 정상적인 서비스를 수행할 수 없게 됨, 이에 대한 방어로, 네트워크 라우터에서 브로드케스트 주소를 사용할 수 없게 미리 막아놓는 것이다.",서비스 공격 유형,
SYN Flooding,"TCP는 신뢰성 있는 전송을 위해 3-way-handshake를 거친 후 데이터를 전송하게 되는데, 공격자가 가상의 클라이언트로 위장하여 3-way-handshake 과정을 의도적으로 중단시킴으로써, 공격 대상지 서버가 대기상태에 놓여 정상적인 서비스를 수행하지 못하게 하는 공격 방법, 공격자는 사용할 수 없는 IP 주소를 이용해 타겟 서버에 'SYN' 신호를 보낸다.  공격 대상지인 서버는 이에 반응하여 미리 메모리를 확보하는 과정을 거치나 'ACK' 신호가 기다려도 오지 않아 대기하게 된다. 공격자는 이 행위를 반복함으로써 메모리 자원을 고갈하고, 대기상태에 빠지게 되면서 더 이상 정상적인 서비스를 수행할 수 없게 한다. 'SYN' 수신 대기 시간을 줄이거나 침입 차단 시스템을 활용하여 방지한다",서비스 공격 유형,
TearDrop,"데이터 송수신 과정에서 패킷의 크기가 커 여러 개로 분할되어 전송될 때 분할 순서를 알 수 있도록 Fragment Offset 값을 함꼐 전송한다. 여기에 Offset을 변경시켜 수신측에서 패킷을 재조립할 때 오류로 인한 과부하를 발생시킴으로써, 시스템이 다운되도록 하는 공격 방법, TearDrop 에 대비하기 위해 Fragment Offset이 잘못된 경우 해당 패킷을 폐기하도록 설정하여 방어한다",서비스 공격 유형,
Land,"패킷을 전송할 때, 송신 IP 주소와 수신 IP 주소를 모두 공격 대상의 IP 주소로 하여 공격 대상에게 전송하는 것으로, 이 패킷을 받을 경우 자기 자신에게 응답을 계속 수행하게 된다. 송신 IP 주소와 수신 IP 주소의 적절성을 검사하여 방지할 수 있다.",서비스 공격 유형,
DDos,"여러 곳에 분산된 공격 지점에서 한 곳의 서버에 대해 분산 서비스 공격을 수행하는 것으로, 네트워크 취약점이 있는 호스트들을 탐색한 후 이들 호스트들에 대한 분선 서비스 공격용 툴을 설치하여 에이전트로 만든 후 서비스 취약점 공격을 시행하는 것",서비스 공격 유형,Distributed Denial of Service
Smishing,"문자 메시지를 이용해 사용자의 개인 신용 정보를 빼내는 방법, 비밀정보나 소액 결제를 유도하는 형태로 시작함, 각종 행사나 할인 등으로 위장하여 링크를 걸어 apk 설치를 유도하여 사용자 정보를 탈취함",서비스 공격 유형,
Spear Phsishing,"사회 공학의 기법으로 특정 대상을 선정한 후 그 대상에게 일반적인 이메일로 위장한 피알을 지속적으로 발송, 첨부된 파일을 클릭하도록 유도하여 사용자의 개인 정보를 탈취한다",서비스 공격 유형,
APT,다양한 IT 기술과 방식들을 이용해 조직적으로 특정 기업이나 조직 네트워크에 침투해 활동 거점을 마련한 뒤 때를 기다리면서 보안을 무력화시키고 정보를 수집한 다음 외부로 빼돌리는 형태의 공격,서비스 공격 유형,Advanced Persistent Threats
Brute Force Attack,암호화된 문서의 암호키를 찾아내기 위해 적용 가능한 모든 값을 대입하여 공격하는 방식,서비스 공격 유형,
Qshing,"QR 코드를 통해 악성 앱의 다운로드를 유도하거나 악성 프로그램을 설치하도록 하는 금융사기 기법의 하나로, QR코드와 개인 정보 및 금융 정보를 낚는 다는 뜻의 합성 신조어",서비스 공격 유형,
Phishing,개인정보(Private Data) 와 낚시의 합성어로 이메일이나 메신저 등을 통해 공기관이나 금융 기관을 사칭하여 개인 정보를 빼내는 기법,서비스 공격 유형,
Ping Flood,특정 사이트에 매우 많은 ICMP 메시지를 보내 이에 대한 응답으로 시스템 자원을 모두 사용하게 해 시스템 장애를 초래하는 기법,서비스 공격 유형,
Evil Twin Attack,실재 존재하는 동일한 이름의 무선 WiFi 신호를 송출하여 로그온한 사람들의 계정 정보나 신용 정보 등을 빼내는 기법,서비스 공격 유형,
Switch Jamming,"위조된 MAC 주소를 지속적으로 네트워크로 흘려보내, switch 로 하여금 MAC 주소 테이블의 저장기능을 혼란시켜 Dummy Hub처럼 작동하게 하는 공격",서비스 공격 유형,
BlueBug,블루투스 장비 사이의 취약한 연결 관리를 악용한 공격으로 휴대폰을 원격 조정하거나 통화를 감청할 수 있음,서비스 공격 유형,
BlueSnarf,블루투스의 취약점을 활용하여 장비의 파일에 접근하는 공격으로 인증 없이 간편하게 정보를 교환할 수 있는 OPP를 사용하여 정보를 열람함,서비스 공격 유형,
BluePrinting,공격 대상이 될 블루투스 장비를 검색하는 활동을 의미함,서비스 공격 유형,
BlueJacking,블루투스를 이용해 스팸처럼 메시지를 익명으로 퍼뜨리는 공격,서비스 공격 유형,
Zombie PC,악성코드에 감염되어 다른 프로그램이나 컴퓨터를 조종하도록 만들어진 컴퓨터로 C&C 서버의 제어를 받아 주로 DDoS 공격 등에 이용된다,서비스 공격 유형,
C&C 서버,해커가 원격지에서 감염된 PC에 명령을 내리고 악성코드를 제어하기 위한 용도로 사용하는 서버를 의미함,서비스 공격 유형,
Botnet,악성 프로그램에 감염되어 악의적인 의도로 사용될 수 있는 다수의 컴퓨터들이 네트워크로 연결된 형태를 말한다,서비스 공격 유형,
Worm,네트워크를 통해 연속적으로 자신을 복제하여 시스템 부하를 높음으로써 결국 다운시키는 바이러스 일종,서비스 공격 유형,
Zero Day Attack,보안 취약점이 발견되었을 때 발견된 취약점 존재 자체가 널리 공표되기 전에 해당 취약점을 통하여 이루어지는 보안 공격으로 공격의 신속성을 의미함,서비스 공격 유형,
Key Logger Attack,"컴퓨터 사용자의 키보드 움직임을 탐지해 ID, Password 등의 개인 중요 정보를 몰래 빼내가는 해킹 공격",서비스 공격 유형,
Ransomware,"인터넷 사용자의 컴퓨터에 잠입해 내부 문서나 파일 등을 암호화해 사용자가 열지 못하게 하는 프로그램으로, 암호 해독용 프로그램의 전달을 조건으로 사용자에게 돈을 요구하기도 한다",서비스 공격 유형,
Back Door,"시스템 설계자가 서비스 기술자나 유지 보수 프로그램 작성자의 액세스 편의를 위해 시스템 보안을 제거하여 만들어놓은 비밀 통로로, 컴퓨터 범죄에 악용되기도 한다. 탐지 방법으로 무결성 검사, 열린 포트 확인, 로그 분석, SetUID 파일 검사 등이 있다",서비스 공격 유형,
Trojan Horse,"정상적인 기능을 하는 프로그램으로 위장하여 프로그램 내에 숨어있다가, 해당 프로그램이 동작할 때 활성화되어 부작용을 일으키는 것으로 자기 복제 능력은 없다.",서비스 공격 유형,
보안 서버,"인터넷을 통해 개인정보를 암호화하여 송수신할 수 있는 기능을 갖춘 서버, Sniffing, Phising을 위조 사이트 등에 대비하기 위해 구축이 필요하다. SSL 인증서를 설치하여 전송 정보를 암호화한다.",서버 인증,
인증,다중 사용자 컴퓨터 시스템이나 네트워크 시스템에서 로그인을 요청한 사용자의 정보를 확인하고 접근 권한을 검증하는 보안 절차,서버 인증,
지식 기반 인증,사용자가 기억하고 있는 정보를 기반으로 인증을 수행하는 것,서버 인증,
Password,사용자가 알고 있는 비밀번호를 접속할 때마다 반복해서 입력한다,서버 인증,
Passphrase,일반 패스워드보다 길고 기억하기 쉬운 문장을 활용하여 비밀번호를 구성하는 것,서버 인증,
i-PIN,"주민번호 대신 쓸 수 있도록 만든 사이버 주민등록번호로, 사용자에 대한 신원 확인을 완료한 후 본인확인 기관에서 온라인으로 발행함",서버 인증,
소유 기반 인증,"사용자가 소유하고 있는 것을 기반으로 인증을 수행하는 것, 신분증, 메모리 카드, 토큰, 스마트 카드, OTP 등이 있다.",서버 인증,
생체 기반 인증,"사용자의 고유한 생체 정보를 기반으로 인증을 수행하는 것, 사용이 쉽고 도난의 위험 적음",서버 인증,
행위 기반 인증,사용자의 행동 정보를 이용해 인증 수행하는 것,서버 인증,
위치 기반 인증,인증을 시도하는 위치의 적절성 확인함,서버 인증,
Call Back,상대방이 전화로 인증을 요청한 경우 전화를 끊고 걸려온 번호로 다시 전화를 걸어 해당 전화번호가 유효한지 확인하는 기법,서버 인증,
보안 아키텍처,"정보 시스템의 무결성, 가용성, 기밀성을 확보하기 위해 보안 요소 및 보안 체계를 식별하고 이들 간의 관계를 정의한 구조를 말한다",보안 아키텍처,
관리적 보안,"정보보호 정책, 정보보호 조직, 정보자산 분류, 정보보호 교육 및 훈련, 인적 보안, 업무 연속성 관리 등의 정의",보안 아키텍처,
물리적 보안,"건물 및 사무실 출입 통제 지침, 전산실 관리 지침, 정보 시스템 보호 설치 및 관리 지침, 재해 복구 센터 운영 등의 정의",보안 아키텍처,
기술적 보안,"사용자 인증, 접근 제어, PC, 서버, 네트워크, 응용 프로그램, 데이터 등의 보안 지침 정의",보안 아키텍처,
Security Framework,안전한 정보 시스템 환경을 유지하고 보안 수준을 향상시키기 위한 체계를 의미함,보안 아키텍처,
ISO 27001,"정보보안 관리를 위한 국제 표준으로, 가장 대표적인 보안 프레임워크다. 영국 BSI가 제정한 BS 7799를 기반으로 구성되었고, 정보 관리 규격이 정의되어 있어 실제 심사/인증용으로 사용된다.",보안 아키텍처,
로그,시스템 사용에 대한 모든 내역을 기록해놓은 것으로 이러한 정보를 이용하면 시스템 침해 사고 발생 시 해킹 흔적이나 공격 기법을 파악할 수 있다.,로그,
Linux log,var/log 디렉터리에서 모든 시스템 로그들을 기록하고 관리하고 있다. syslog 데몬은 syslog.conf 파일을 읽어 로그 관련 파일들의 위치를 파악한 후 로그작업을 시작함,로그,
데몬,사용자의 직접적인 개입 없이 특정 상태가 되면 자동으로 동작하는 시스템 프로그램으로 LINUX 계열에서 지칭하는 소프트웨어 타입이다. WINDOWS에서는 서비스라고 함,로그,
Kernel/console,커널에 관련된 내용을 관리자에게 알리기 위해 파일로 저장하지 않고 지정된 장치에 표시한다,로그,
Kernel/wtmp,"성공적인 로그인/로그아웃에 대한 로그 기록, 시스템의 시작/종료 시간에 대한 로그를 기록함",로그,
Kernel/utmp,현재 로그인한 사용자의 상태에 대한 로그를 기록함,로그,
Kernel/btmp,실패한 로그인에 대한 로그를 기록함,로그,
Kernel/lastlog,마지막으로 성공한 로그인에 대한 로그를 기록함,로그,
boot,부팅 시 나타나는 메시지들을 기록함,로그,
cron,작업 스케줄러인 crond 작업 내역을 기록함,로그,
messages,kernel 에서 실시간으로 보내오는 메시지들을 기록함,로그,
secure,시스템 접속에 대한 로그를 기록함,로그,
xlerlog,FTP로 접속하는 사용자에 대한 로그를 기록함,로그,
Event viewer,윈도우에서 사용하는 로그 시스템,로그,
보안 솔루션,"접근 통제, 침입 차단 및 탐지 등을 수행하여 외부로부터의 불법적인 침입을 막는 기술 및 시스템을 말함",보안 솔루션,
Firewall,"기업이나 조직 내부의 네트워크와 인터넷 간에 전송되는 정보를 선별하여 수용, 거부, 수정하는 기능을 가진 침입 차단 시스템, 외부로 나가는 패킷은 그대로 통과시키고, 외부에서 내부 네트워크로 들어오는 패킷은 엄밀히 체크하여 인증된 패킷만 통과시키는 구조",보안 솔루션,
